1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 1000
(u, v) E = { 
      (332, 529, 0.95652)
      (332, 531, 0.82568)
      (332, 532, 0.00879)
      (332, 537, 0.09057)
      (332, 544, 0.83237)
      (332, 563, 0.31358)
      (332, 599, 0.15214)
      (332, 642, 0.25521)
      (332, 662, 0.80688)
      (332, 700, 0.70880)
      (332, 742, 0.47795)
      (332, 750, 0.40015)
      (332, 759, 0.03305)
      (332, 764, 0.97434)
      (332, 772, 0.89876)
      (332, 792, 0.61369)
      (332, 797, 0.30216)
      (332, 805, 0.52973)
      (332, 810, 0.61458)
      (332, 812, 0.56331)
      (332, 816, 0.37680)
      (332, 817, 0.45508)
      (332, 826, 0.88202)
      (332, 834, 0.69513)
      (332, 875, 0.65241)
      (332, 887, 0.29510)
      (332, 902, 0.93866)
      (332, 906, 0.96276)
      (332, 942, 0.44100)
      (332, 967, 0.79990)
      (332, 981, 0.52711)
      (333,  2, 0.59375)
      (333,  6, 0.79792)
      (333, 22, 0.13859)
      (333, 36, 0.81332)
      (333, 57, 0.90700)
      (333, 67, 0.92321)
      (333, 74, 0.87544)
      (333, 85, 0.14449)
      (333, 96, 0.33129)
      (333, 99, 0.52072)
      (333, 110, 0.86406)
      (333, 121, 0.45182)
      (333, 127, 0.30970)
      (333, 133, 0.18747)
      (333, 167, 0.75736)
      (333, 179, 0.26580)
      (333, 187, 0.98311)
      (333, 226, 0.19507)
      (333, 239, 0.95832)
      (333, 266, 0.92488)
      (333, 287, 0.81349)
      (333, 298, 0.62143)
      (333, 299, 0.01151)
      (333, 317, 0.38558)
      (333, 321, 0.19235)
      (333, 323, 0.01937)
      (333, 325, 0.98725)
      (333, 335, 0.63819)
      (333, 364, 0.25893)
      (333, 381, 0.56277)
      (333, 384, 0.01483)
      (333, 386, 0.78293)
      (333, 418, 0.46648)
      (333, 421, 0.01210)
      (333, 443, 0.95864)
      (333, 469, 0.50204)
      (333, 479, 0.73601)
      (333, 505, 0.28585)
      (333, 515, 0.34935)
      (333, 590, 0.10490)
      (333, 596, 0.80983)
      (333, 610, 0.58980)
      (333, 615, 0.22357)
      (333, 633, 0.30793)
      (333, 641, 0.42480)
      (333, 782, 0.31836)
      (333, 789, 0.52841)
      (333, 802, 0.18979)
      (333, 825, 0.39541)
      (333, 834, 0.04656)
      (333, 848, 0.95358)
      (333, 864, 0.30081)
      (333, 868, 0.42205)
      (333, 870, 0.32533)
      (333, 876, 0.14116)
      (333, 881, 0.74017)
      (333, 882, 0.87354)
      (333, 887, 0.64748)
      (333, 889, 0.22096)
      (333, 917, 0.63876)
      (333, 928, 0.41072)
      (333, 943, 0.23666)
      (333, 953, 0.70112)
      (334, 19, 0.98289)
      (334, 45, 0.08873)
      (334, 72, 0.27569)
      (334, 92, 0.36497)
      (334, 129, 0.27109)
      (334, 132, 0.14991)
      (334, 141, 0.51069)
      (334, 142, 0.85514)
      (334, 153, 0.13771)
      (334, 157, 0.82787)
      (334, 182, 0.68399)
      (334, 200, 0.99386)
      (334, 205, 0.36238)
      (334, 223, 0.15318)
      (334, 252, 0.25302)
      (334, 253, 0.54127)
      (334, 268, 0.20540)
      (334, 307, 0.12245)
      (334, 337, 0.04029)
      (334, 341, 0.52692)
      (334, 353, 0.31465)
      (334, 376, 0.87283)
      (334, 432, 0.71337)
      (334, 433, 0.65003)
      (334, 438, 0.78626)
      (334, 445, 0.33836)
      (334, 463, 0.74226)
      (334, 500, 0.15878)
      (334, 524, 0.42471)
      (334, 585, 0.40777)
      (334, 592, 0.17101)
      (334, 596, 0.45180)
      (334, 614, 0.12255)
      (334, 624, 0.38456)
      (334, 641, 0.54978)
      (334, 664, 0.36201)
      (334, 667, 0.77398)
      (334, 677, 0.37174)
      (334, 719, 0.26150)
      (334, 721, 0.46561)
      (334, 728, 0.73179)
      (334, 763, 0.53588)
      (334, 772, 0.86152)
      (334, 775, 0.84189)
      (334, 781, 0.07894)
      (334, 823, 0.71253)
      (334, 825, 0.57148)
      (334, 876, 0.61139)
      (334, 879, 0.51096)
      (334, 880, 0.99183)
      (334, 907, 0.05642)
      (334, 947, 0.06488)
      (334, 968, 0.16690)
      (334, 980, 0.93184)
      (335,  3, 0.62108)
      (335, 10, 0.58203)
      (335, 31, 0.61597)
      (335, 61, 0.73934)
      (335, 65, 0.02861)
      (335, 97, 0.49193)
      (335, 117, 0.13660)
      (335, 120, 0.60154)
      (335, 144, 0.02586)
      (335, 169, 0.22821)
      (335, 199, 0.41909)
      (335, 200, 0.52136)
      (335, 218, 0.25058)
      (335, 219, 0.00937)
      (335, 224, 0.06863)
      (335, 233, 0.43162)
      (335, 246, 0.11265)
      (335, 276, 0.62241)
      (335, 296, 0.98368)
      (335, 318, 0.43984)
      (335, 320, 0.88678)
      (335, 351, 0.87211)
      (335, 406, 0.54661)
      (335, 408, 0.67515)
      (335, 427, 0.70525)
      (335, 435, 0.06125)
      (335, 483, 0.49568)
      (335, 492, 0.46193)
      (335, 516, 0.73373)
      (335, 518, 0.77922)
      (335, 524, 0.00028)
      (335, 528, 0.98368)
      (335, 559, 0.77147)
      (335, 564, 0.95197)
      (335, 572, 0.53982)
      (335, 574, 0.92419)
      (335, 595, 0.69656)
      (335, 599, 0.60721)
      (335, 602, 0.67668)
      (335, 604, 0.72352)
      (335, 606, 0.58208)
      (335, 608, 0.39269)
      (335, 611, 0.89346)
      (335, 635, 0.50210)
      (335, 641, 0.42614)
      (335, 647, 0.18525)
      (335, 667, 0.24176)
      (335, 678, 0.27287)
      (335, 689, 0.78524)
      (335, 691, 0.17385)
      (335, 713, 0.53883)
      (335, 731, 0.76175)
      (335, 735, 0.44165)
      (335, 748, 0.54814)
      (335, 766, 0.90463)
      (335, 769, 0.56271)
      (335, 785, 0.74337)
      (335, 827, 0.35272)
      (335, 854, 0.63383)
      (335, 862, 0.28970)
      (335, 889, 0.67747)
      (335, 912, 0.24907)
      (335, 918, 0.81716)
      (335, 919, 0.24270)
      (335, 926, 0.80283)
      (335, 933, 0.16097)
      (335, 939, 0.73184)
      (335, 976, 0.47710)
      (335, 993, 0.35902)
      (336, 37, 0.59687)
      (336, 40, 0.04796)
      (336, 44, 0.81435)
      (336, 69, 0.66325)
      (336, 78, 0.97682)
      (336, 80, 0.49561)
      (336, 84, 0.46640)
      (336, 102, 0.79195)
      (336, 113, 0.44401)
      (336, 153, 0.21160)
      (336, 170, 0.98365)
      (336, 173, 0.76085)
      (336, 205, 0.88061)
      (336, 220, 0.12162)
      (336, 237, 0.81544)
      (336, 272, 0.06047)
      (336, 319, 0.97034)
      (336, 369, 0.36028)
      (336, 380, 0.59906)
      (336, 397, 0.06312)
      (336, 399, 0.81768)
      (336, 421, 0.56252)
      (336, 456, 0.21956)
      (336, 467, 0.26825)
      (336, 504, 0.42377)
      (336, 518, 0.84276)
      (336, 528, 0.65406)
      (336, 536, 0.75025)
      (336, 557, 0.71763)
      (336, 604, 0.29064)
      (336, 619, 0.92992)
      (336, 622, 0.91068)
      (336, 640, 0.19756)
      (336, 646, 0.77513)
      (336, 661, 0.81150)
      (336, 662, 0.71828)
      (336, 684, 0.78267)
      (336, 707, 0.98807)
      (336, 715, 0.52902)
      (336, 779, 0.61320)
      (336, 790, 0.67882)
      (336, 792, 0.44226)
      (336, 797, 0.66436)
      (336, 802, 0.30437)
      (336, 810, 0.24441)
      (336, 836, 0.28480)
      (336, 856, 0.98163)
      (336, 880, 0.27031)
      (336, 887, 0.92282)
      (336, 902, 0.51643)
      (336, 950, 0.32423)
      (336, 953, 0.85082)
      (336, 955, 0.68780)
      (336, 985, 0.04362)
      (336, 996, 0.85611)
      (337, 29, 0.11386)
      (337, 49, 0.49913)
      (337, 57, 0.53227)
      (337, 95, 0.45561)
      (337, 103, 0.47536)
      (337, 121, 0.73499)
      (337, 151, 0.40405)
      (337, 160, 0.76471)
      (337, 185, 0.11149)
      (337, 240, 0.30829)
      (337, 256, 0.91243)
      (337, 273, 0.17038)
      (337, 275, 0.40913)
      (337, 335, 0.86760)
      (337, 342, 0.47442)
      (337, 362, 0.01944)
      (337, 383, 0.07271)
      (337, 387, 0.78013)
      (337, 439, 0.78936)
      (337, 443, 0.21465)
      (337, 456, 0.54767)
      (337, 457, 0.08954)
      (337, 463, 0.72487)
      (337, 481, 0.97684)
      (337, 496, 0.91656)
      (337, 509, 0.24089)
      (337, 515, 0.73398)
      (337, 531, 0.76991)
      (337, 532, 0.24962)
      (337, 542, 0.26256)
      (337, 549, 0.43853)
      (337, 555, 0.47034)
      (337, 597, 0.20562)
      (337, 633, 0.19931)
      (337, 660, 0.60707)
      (337, 681, 0.88551)
      (337, 684, 0.98937)
      (337, 738, 0.37459)
      (337, 760, 0.96182)
      (337, 784, 0.22195)
      (337, 800, 0.05732)
      (337, 818, 0.89205)
      (337, 893, 0.69388)
      (337, 896, 0.93059)
      (337, 898, 0.34610)
      (337, 902, 0.17255)
      (337, 944, 0.18189)
      (337, 950, 0.96332)
      (337, 960, 0.58577)
      (337, 970, 0.31195)
      (337, 973, 0.69478)
      (338,  8, 0.32303)
      (338, 10, 0.77296)
      (338, 18, 0.93618)
      (338, 36, 0.90597)
      (338, 80, 0.41689)
      (338, 140, 0.84226)
      (338, 172, 0.26928)
      (338, 201, 0.29627)
      (338, 217, 0.48689)
      (338, 243, 0.52917)
      (338, 252, 0.73759)
      (338, 293, 0.76735)
      (338, 308, 0.83675)
      (338, 311, 0.56112)
      (338, 366, 0.07169)
      (338, 375, 0.80805)
      (338, 398, 0.04070)
      (338, 423, 0.54744)
      (338, 498, 0.36286)
      (338, 505, 0.12661)
      (338, 522, 0.39956)
      (338, 523, 0.54770)
      (338, 529, 0.74488)
      (338, 557, 0.02194)
      (338, 585, 0.31528)
      (338, 589, 0.22797)
      (338, 596, 0.06662)
      (338, 600, 0.31805)
      (338, 601, 0.66877)
      (338, 613, 0.72301)
      (338, 624, 0.51822)
      (338, 628, 0.55270)
      (338, 642, 0.37268)
      (338, 675, 0.37351)
      (338, 686, 0.77907)
      (338, 688, 0.05863)
      (338, 690, 0.77563)
      (338, 698, 0.64413)
      (338, 711, 0.25997)
      (338, 712, 0.78780)
      (338, 714, 0.01953)
      (338, 719, 0.58356)
      (338, 725, 0.73046)
      (338, 735, 0.89103)
      (338, 739, 0.51395)
      (338, 743, 0.43287)
      (338, 764, 0.93973)
      (338, 769, 0.69577)
      (338, 772, 0.00625)
      (338, 785, 0.83111)
      (338, 787, 0.78534)
      (338, 806, 0.00684)
      (338, 824, 0.08882)
      (338, 935, 0.07675)
      (338, 963, 0.38007)
      (338, 976, 0.02380)
      (338, 992, 0.27722)
      (339,  8, 0.80939)
      (339, 12, 0.34620)
      (339, 24, 0.62161)
      (339, 25, 0.93650)
      (339, 36, 0.27855)
      (339, 43, 0.07974)
      (339, 45, 0.89346)
      (339, 79, 0.34704)
      (339, 83, 0.69946)
      (339, 94, 0.08645)
      (339, 97, 0.31836)
      (339, 125, 0.91716)
      (339, 144, 0.54932)
      (339, 152, 0.36544)
      (339, 164, 0.85696)
      (339, 177, 0.99957)
      (339, 208, 0.47378)
      (339, 261, 0.64796)
      (339, 273, 0.25643)
      (339, 287, 0.59950)
      (339, 302, 0.58135)
      (339, 316, 0.70365)
      (339, 321, 0.86498)
      (339, 329, 0.40660)
      (339, 335, 0.71309)
      (339, 360, 0.20158)
      (339, 373, 0.59685)
      (339, 387, 0.94828)
      (339, 433, 0.69567)
      (339, 463, 0.93929)
      (339, 504, 0.89882)
      (339, 529, 0.22239)
      (339, 534, 0.53158)
      (339, 535, 0.27170)
      (339, 540, 0.24655)
      (339, 544, 0.00240)
      (339, 571, 0.68650)
      (339, 582, 0.92416)
      (339, 592, 0.45889)
      (339, 610, 0.98859)
      (339, 627, 0.62023)
      (339, 636, 0.59596)
      (339, 673, 0.51236)
      (339, 676, 0.32183)
      (339, 685, 0.21518)
      (339, 690, 0.09913)
      (339, 693, 0.59534)
      (339, 696, 0.03627)
      (339, 722, 0.25327)
      (339, 737, 0.32682)
      (339, 761, 0.98693)
      (339, 773, 0.98976)
      (339, 799, 0.25394)
      (339, 809, 0.61625)
      (339, 817, 0.70706)
      (339, 833, 0.00090)
      (339, 878, 0.49758)
      (339, 897, 0.88820)
      (339, 904, 0.90662)
      (339, 921, 0.71245)
      (339, 960, 0.93196)
      (339, 963, 0.63091)
      (339, 971, 0.45820)
      (339, 981, 0.58480)
      (339, 996, 0.51026)
      (340,  6, 0.84868)
      (340, 20, 0.62741)
      (340, 22, 0.25086)
      (340, 55, 0.30693)
      (340, 58, 0.00770)
      (340, 87, 0.67076)
      (340, 157, 0.42335)
      (340, 169, 0.25130)
      (340, 170, 0.10831)
      (340, 213, 0.65088)
      (340, 218, 0.51541)
      (340, 219, 0.06855)
      (340, 220, 0.45396)
      (340, 245, 0.26654)
      (340, 261, 0.31620)
      (340, 293, 0.95012)
      (340, 326, 0.45956)
      (340, 327, 0.09242)
      (340, 342, 0.90805)
      (340, 350, 0.78372)
      (340, 368, 0.55612)
      (340, 387, 0.66119)
      (340, 401, 0.72410)
      (340, 407, 0.38839)
      (340, 418, 0.18723)
      (340, 428, 0.11268)
      (340, 442, 0.46353)
      (340, 531, 0.80752)
      (340, 572, 0.87551)
      (340, 576, 0.43169)
      (340, 580, 0.75248)
      (340, 589, 0.92316)
      (340, 592, 0.98689)
      (340, 609, 0.91883)
      (340, 617, 0.02034)
      (340, 620, 0.37742)
      (340, 621, 0.30054)
      (340, 624, 0.07059)
      (340, 661, 0.55619)
      (340, 668, 0.36502)
      (340, 678, 0.11696)
      (340, 716, 0.08021)
      (340, 755, 0.81611)
      (340, 756, 0.61377)
      (340, 766, 0.96689)
      (340, 768, 0.19059)
      (340, 791, 0.49925)
      (340, 812, 0.47713)
      (340, 813, 0.47104)
      (340, 814, 0.74319)
      (340, 816, 0.99767)
      (340, 828, 0.68372)
      (340, 829, 0.98293)
      (340, 872, 0.84462)
      (340, 891, 0.90496)
      (340, 904, 0.21973)
      (340, 907, 0.10553)
      (340, 911, 0.78632)
      (340, 919, 0.85836)
      (340, 941, 0.72912)
      (340, 955, 0.58248)
      (340, 973, 0.68472)
      (340, 981, 0.59334)
      (340, 992, 0.48253)
      (341, 36, 0.20883)
      (341, 41, 0.89558)
      (341, 44, 0.07790)
      (341, 54, 0.85608)
      (341, 68, 0.72267)
      (341, 83, 0.28055)
      (341, 134, 0.51740)
      (341, 164, 0.96106)
      (341, 204, 0.13765)
      (341, 215, 0.17122)
      (341, 220, 0.89400)
      (341, 238, 0.33081)
      (341, 255, 0.84868)
      (341, 262, 0.76648)
      (341, 332, 0.11315)
      (341, 351, 0.94304)
      (341, 359, 0.71232)
      (341, 373, 0.14702)
      (341, 376, 0.12121)
      (341, 384, 0.02079)
      (341, 424, 0.39656)
      (341, 439, 0.17499)
      (341, 452, 0.31370)
      (341, 459, 0.71777)
      (341, 460, 0.58127)
      (341, 472, 0.63923)
      (341, 490, 0.29880)
      (341, 528, 0.13157)
      (341, 557, 0.30461)
      (341, 588, 0.58273)
      (341, 595, 0.22645)
      (341, 603, 0.04030)
      (341, 606, 0.29348)
      (341, 610, 0.13961)
      (341, 618, 0.50678)
      (341, 666, 0.35974)
      (341, 686, 0.77322)
      (341, 687, 0.86865)
      (341, 688, 0.35503)
      (341, 689, 0.71524)
      (341, 708, 0.51533)
      (341, 728, 0.23443)
      (341, 739, 0.16846)
      (341, 770, 0.67210)
      (341, 784, 0.40285)
      (341, 818, 0.10087)
      (341, 849, 0.36062)
      (341, 916, 0.38930)
      (341, 931, 0.60588)
      (341, 947, 0.28031)
      (341, 963, 0.99245)
      (341, 982, 0.68566)
      (341, 992, 0.50247)
      (342,  3, 0.05774)
      (342, 24, 0.98499)
      (342, 38, 0.74441)
      (342, 43, 0.60180)
      (342, 69, 0.50475)
      (342, 95, 0.89795)
      (342, 126, 0.09752)
      (342, 135, 0.88327)
      (342, 141, 0.82625)
      (342, 143, 0.23456)
      (342, 149, 0.91600)
      (342, 174, 0.71071)
      (342, 204, 0.55987)
      (342, 250, 0.92536)
      (342, 265, 0.34561)
      (342, 290, 0.44802)
      (342, 298, 0.38613)
      (342, 334, 0.02435)
      (342, 335, 0.08586)
      (342, 336, 0.95980)
      (342, 337, 0.93652)
      (342, 338, 0.87087)
      (342, 421, 0.85840)
      (342, 444, 0.03482)
      (342, 446, 0.74588)
      (342, 460, 0.88717)
      (342, 469, 0.23564)
      (342, 482, 0.18564)
      (342, 534, 0.67370)
      (342, 594, 0.31302)
      (342, 629, 0.79206)
      (342, 679, 0.94611)
      (342, 683, 0.02096)
      (342, 684, 0.54021)
      (342, 741, 0.39663)
      (342, 742, 0.68327)
      (342, 745, 0.89964)
      (342, 746, 0.95181)
      (342, 748, 0.35051)
      (342, 763, 0.48190)
      (342, 764, 0.93934)
      (342, 777, 0.03975)
      (342, 795, 0.03900)
      (342, 804, 0.46615)
      (342, 856, 0.56875)
      (342, 861, 0.44779)
      (342, 892, 0.09284)
      (342, 915, 0.98573)
      (342, 934, 0.77715)
      (342, 940, 0.96149)
      (342, 943, 0.91079)
      (342, 944, 0.66645)
      (342, 959, 0.36989)
      (342, 961, 0.00948)
      (342, 964, 0.64780)
      (342, 972, 0.94156)
      (342, 987, 0.79195)
      (342, 994, 0.70936)
      (343, 35, 0.85732)
      (343, 44, 0.20398)
      (343, 60, 0.45502)
      (343, 69, 0.06763)
      (343, 82, 0.43708)
      (343, 86, 0.81824)
      (343, 97, 0.59434)
      (343, 117, 0.78240)
      (343, 133, 0.03611)
      (343, 143, 0.62259)
      (343, 174, 0.99675)
      (343, 195, 0.31568)
      (343, 229, 0.42928)
      (343, 238, 0.88456)
      (343, 264, 0.27313)
      (343, 270, 0.65006)
      (343, 290, 0.35771)
      (343, 314, 0.88641)
      (343, 324, 0.18820)
      (343, 332, 0.99648)
      (343, 372, 0.30920)
      (343, 407, 0.34472)
      (343, 413, 0.77090)
      (343, 424, 0.23329)
      (343, 444, 0.62974)
      (343, 449, 0.18566)
      (343, 528, 0.90621)
      (343, 530, 0.32886)
      (343, 547, 0.38972)
      (343, 551, 0.97523)
      (343, 554, 0.58659)
      (343, 559, 0.58697)
      (343, 661, 0.29446)
      (343, 672, 0.16794)
      (343, 677, 0.24954)
      (343, 679, 0.15681)
      (343, 685, 0.40012)
      (343, 708, 0.49210)
      (343, 727, 0.98042)
      (343, 732, 0.42377)
      (343, 737, 0.08744)
      (343, 739, 0.33060)
      (343, 757, 0.57385)
      (343, 807, 0.73910)
      (343, 813, 0.04449)
      (343, 816, 0.84950)
      (343, 824, 0.25003)
      (343, 885, 0.42397)
      (343, 899, 0.45821)
      (343, 916, 0.78136)
      (343, 925, 0.94112)
      (343, 929, 0.46408)
      (343, 945, 0.15389)
      (343, 953, 0.10019)
      (343, 956, 0.41532)
      (343, 973, 0.80029)
      (344, 51, 0.30981)
      (344, 75, 0.86109)
