1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 2000
(u, v) E = { 
      (228, 1604, 0.18292)
      (228, 1627, 0.08322)
      (228, 1981, 0.02931)
      (228, 1991, 0.71498)
      (229, 104, 0.36495)
      (229, 146, 0.00857)
      (229, 306, 0.23187)
      (229, 374, 0.33586)
      (229, 440, 0.72599)
      (229, 635, 0.92870)
      (229, 648, 0.46413)
      (229, 734, 0.29830)
      (229, 762, 0.09985)
      (229, 855, 0.13589)
      (229, 1048, 0.74497)
      (229, 1062, 0.23204)
      (229, 1094, 0.49060)
      (229, 1159, 0.36914)
      (229, 1311, 0.31660)
      (229, 1343, 0.12586)
      (229, 1419, 0.66341)
      (229, 1508, 0.57515)
      (229, 1522, 0.57148)
      (229, 1617, 0.77119)
      (229, 1920, 0.32562)
      (230, 21, 0.53481)
      (230, 63, 0.90984)
      (230, 103, 0.41314)
      (230, 120, 0.69157)
      (230, 251, 0.64245)
      (230, 252, 0.10244)
      (230, 259, 0.96195)
      (230, 271, 0.81168)
      (230, 290, 0.10480)
      (230, 356, 0.64252)
      (230, 369, 0.61279)
      (230, 424, 0.40340)
      (230, 533, 0.53874)
      (230, 570, 0.36314)
      (230, 743, 0.00340)
      (230, 776, 0.98791)
      (230, 933, 0.23524)
      (230, 979, 0.29689)
      (230, 1233, 0.55685)
      (230, 1352, 0.59695)
      (230, 1398, 0.74880)
      (230, 1609, 0.27920)
      (230, 1690, 0.18198)
      (230, 1700, 0.40609)
      (230, 1753, 0.43458)
      (230, 1826, 0.26123)
      (230, 1895, 0.80623)
      (230, 1977, 0.02613)
      (231, 160, 0.14193)
      (231, 221, 0.17891)
      (231, 253, 0.96322)
      (231, 738, 0.21582)
      (231, 751, 0.74379)
      (231, 876, 0.60373)
      (231, 1118, 0.92017)
      (231, 1181, 0.01891)
      (231, 1201, 0.41103)
      (231, 1207, 0.90990)
      (231, 1230, 0.86543)
      (231, 1237, 0.83315)
      (231, 1299, 0.57165)
      (231, 1332, 0.65558)
      (231, 1377, 0.55071)
      (231, 1884, 0.69160)
      (231, 1943, 0.97343)
      (232, 121, 0.32253)
      (232, 186, 0.34634)
      (232, 318, 0.56849)
      (232, 342, 0.89426)
      (232, 429, 0.58948)
      (232, 473, 0.67627)
      (232, 497, 0.16178)
      (232, 606, 0.70152)
      (232, 750, 0.35036)
      (232, 797, 0.29243)
      (232, 871, 0.49395)
      (232, 930, 0.06842)
      (232, 947, 0.06795)
      (232, 1173, 0.44440)
      (232, 1289, 0.13155)
      (232, 1298, 0.01048)
      (232, 1359, 0.65761)
      (232, 1384, 0.58375)
      (232, 1444, 0.59288)
      (232, 1845, 0.81384)
      (232, 1936, 0.10264)
      (232, 1948, 0.33347)
      (233, 229, 0.05259)
      (233, 323, 0.89174)
      (233, 454, 0.19850)
      (233, 559, 0.08903)
      (233, 688, 0.35647)
      (233, 690, 0.78446)
      (233, 718, 0.43135)
      (233, 754, 0.27013)
      (233, 846, 0.03452)
      (233, 1220, 0.60981)
      (233, 1291, 0.15316)
      (233, 1439, 0.29851)
      (233, 1516, 0.08493)
      (233, 1526, 0.48922)
      (233, 1528, 0.59578)
      (233, 1696, 0.79237)
      (233, 1698, 0.99646)
      (233, 1763, 0.46087)
      (233, 1844, 0.62082)
      (234, 17, 0.17075)
      (234, 41, 0.82776)
      (234, 106, 0.76656)
      (234, 238, 0.71662)
      (234, 283, 0.57004)
      (234, 340, 0.10755)
      (234, 399, 0.66040)
      (234, 435, 0.25687)
      (234, 439, 0.64963)
      (234, 649, 0.55212)
      (234, 679, 0.07800)
      (234, 686, 0.70715)
      (234, 803, 0.73490)
      (234, 1201, 0.11020)
      (234, 1622, 0.43524)
      (234, 1730, 0.54530)
      (234, 1751, 0.71958)
      (234, 1789, 0.84925)
      (234, 1818, 0.66825)
      (234, 1873, 0.61787)
      (234, 1967, 0.13276)
      (235,  9, 0.14448)
      (235, 153, 0.63263)
      (235, 191, 0.54275)
      (235, 337, 0.97867)
      (235, 428, 0.75105)
      (235, 452, 0.93769)
      (235, 456, 0.35465)
      (235, 487, 0.68392)
      (235, 493, 0.82697)
      (235, 541, 0.98016)
      (235, 614, 0.62915)
      (235, 830, 0.37606)
      (235, 999, 0.05166)
      (235, 1392, 0.86304)
      (235, 1469, 0.00612)
      (235, 1506, 0.85399)
      (235, 1552, 0.22377)
      (235, 1639, 0.04715)
      (235, 1652, 0.56357)
      (235, 1859, 0.06278)
      (236, 176, 0.30851)
      (236, 181, 0.05519)
      (236, 188, 0.83967)
      (236, 469, 0.09409)
      (236, 606, 0.33814)
      (236, 866, 0.20955)
      (236, 975, 0.86599)
      (236, 1040, 0.29428)
      (236, 1075, 0.57406)
      (236, 1136, 0.06066)
      (236, 1162, 0.93499)
      (236, 1268, 0.23088)
      (236, 1398, 0.04098)
      (236, 1753, 0.80767)
      (237, 504, 0.37125)
      (237, 658, 0.81880)
      (237, 699, 0.86148)
      (237, 704, 0.62266)
      (237, 747, 0.78597)
      (237, 825, 0.15360)
      (237, 838, 0.50020)
      (237, 1014, 0.30436)
      (237, 1121, 0.29684)
      (237, 1273, 0.48206)
      (237, 1392, 0.49079)
      (237, 1490, 0.04851)
      (237, 1739, 0.97094)
      (237, 1854, 0.18117)
      (237, 1907, 0.24855)
      (237, 1947, 0.34833)
      (238, 567, 0.45557)
      (238, 649, 0.61523)
      (238, 768, 0.89065)
      (238, 784, 0.83509)
      (238, 1207, 0.13285)
      (238, 1593, 0.80628)
      (238, 1617, 0.31266)
      (238, 1833, 0.42277)
      (238, 1869, 0.33313)
      (239, 249, 0.20337)
      (239, 280, 0.53631)
      (239, 448, 0.81786)
      (239, 517, 0.32774)
      (239, 1018, 0.68080)
      (239, 1096, 0.73695)
      (239, 1188, 0.41070)
      (239, 1248, 0.06407)
      (239, 1256, 0.94260)
      (239, 1269, 0.31076)
      (239, 1345, 0.98740)
      (239, 1361, 0.03210)
      (239, 1478, 0.87473)
      (239, 1524, 0.66779)
      (239, 1560, 0.00237)
      (239, 1590, 0.44783)
      (239, 1910, 0.30959)
      (239, 1986, 0.94058)
      (240, 46, 0.62794)
      (240, 148, 0.01746)
      (240, 236, 0.37832)
      (240, 434, 0.29703)
      (240, 487, 0.77193)
      (240, 520, 0.25363)
      (240, 629, 0.66734)
      (240, 636, 0.22622)
      (240, 886, 0.14170)
      (240, 1066, 0.49791)
      (240, 1232, 0.77458)
      (240, 1280, 0.61510)
      (240, 1439, 0.51308)
      (240, 1490, 0.85957)
      (240, 1640, 0.82041)
      (240, 1935, 0.42843)
      (240, 1979, 0.76302)
      (241, 528, 0.57764)
      (241, 579, 0.14053)
      (241, 588, 0.81374)
      (241, 948, 0.20396)
      (241, 993, 0.01815)
      (241, 1191, 0.97708)
      (241, 1315, 0.12922)
      (241, 1480, 0.27899)
      (241, 1593, 0.52881)
      (241, 1807, 0.01348)
      (242, 31, 0.10989)
      (242, 49, 0.32800)
      (242, 250, 0.07501)
      (242, 378, 0.24455)
      (242, 458, 0.63486)
      (242, 546, 0.85362)
      (242, 858, 0.82368)
      (242, 1257, 0.78592)
      (242, 1266, 0.17422)
      (242, 1589, 0.79717)
      (242, 1737, 0.77174)
      (242, 1798, 0.38561)
      (243, 39, 0.71805)
      (243, 52, 0.13889)
      (243, 58, 0.55163)
      (243, 79, 0.54671)
      (243, 164, 0.52939)
      (243, 174, 0.81096)
      (243, 372, 0.68562)
      (243, 434, 0.55055)
      (243, 750, 0.73330)
      (243, 769, 0.39248)
      (243, 816, 0.55592)
      (243, 835, 0.29980)
      (243, 1000, 0.14775)
      (243, 1016, 0.44732)
      (243, 1095, 0.66354)
      (243, 1451, 0.90953)
      (243, 1476, 0.41743)
      (243, 1513, 0.51450)
      (243, 1646, 0.99862)
      (243, 1669, 0.26752)
      (243, 1713, 0.72252)
      (243, 1769, 0.07628)
      (243, 1837, 0.02117)
      (243, 1871, 0.96403)
      (243, 1906, 0.30395)
      (243, 1925, 0.55968)
      (244, 57, 0.79792)
      (244, 165, 0.90703)
      (244, 217, 0.34103)
      (244, 238, 0.31665)
      (244, 250, 0.38825)
      (244, 391, 0.30636)
      (244, 421, 0.80674)
      (244, 485, 0.02871)
      (244, 488, 0.07624)
      (244, 561, 0.58540)
      (244, 599, 0.48744)
      (244, 602, 0.29715)
      (244, 618, 0.40451)
      (244, 719, 0.93693)
      (244, 728, 0.93775)
      (244, 783, 0.53304)
      (244, 1017, 0.05503)
      (244, 1576, 0.24650)
      (244, 1585, 0.46152)
      (244, 1719, 0.79124)
      (244, 1830, 0.47123)
      (245, 109, 0.30887)
      (245, 111, 0.10590)
      (245, 186, 0.48901)
      (245, 212, 0.34624)
      (245, 335, 0.71238)
      (245, 355, 0.25417)
      (245, 424, 0.56322)
      (245, 438, 0.42601)
      (245, 670, 0.38740)
      (245, 692, 0.20565)
      (245, 696, 0.19705)
      (245, 776, 0.97790)
      (245, 809, 0.39028)
      (245, 814, 0.28907)
      (245, 832, 0.89903)
      (245, 1054, 0.31679)
      (245, 1116, 0.92700)
      (245, 1453, 0.91055)
      (245, 1530, 0.93432)
      (245, 1738, 0.70803)
      (245, 1967, 0.40110)
      (245, 1977, 0.56467)
      (245, 1999, 0.22486)
      (246, 81, 0.48661)
      (246, 194, 0.24284)
      (246, 581, 0.84828)
      (246, 685, 0.07695)
      (246, 719, 0.33104)
      (246, 771, 0.25461)
      (246, 894, 0.89905)
      (246, 897, 0.49527)
      (246, 1020, 0.16966)
      (246, 1070, 0.16282)
      (246, 1142, 0.11285)
      (246, 1169, 0.73856)
      (246, 1220, 0.79459)
      (246, 1246, 0.22810)
      (246, 1339, 0.45920)
      (246, 1367, 0.57367)
      (246, 1389, 0.44762)
      (246, 1431, 0.49819)
      (246, 1458, 0.16910)
      (246, 1476, 0.56660)
      (246, 1562, 0.34046)
      (246, 1613, 0.76514)
      (246, 1968, 0.58077)
      (246, 1969, 0.13543)
      (247,  4, 0.77668)
      (247, 170, 0.26125)
      (247, 250, 0.36399)
      (247, 384, 0.11883)
      (247, 393, 0.04034)
      (247, 728, 0.66783)
      (247, 743, 0.47475)
      (247, 789, 0.75117)
      (247, 854, 0.61535)
      (247, 868, 0.28881)
      (247, 870, 0.63379)
      (247, 982, 0.37220)
      (247, 1162, 0.39197)
      (247, 1204, 0.95005)
      (247, 1243, 0.39288)
      (247, 1331, 0.82025)
      (247, 1476, 0.73660)
      (247, 1538, 0.11782)
      (247, 1610, 0.81728)
      (247, 1612, 0.93979)
      (247, 1732, 0.08209)
      (247, 1754, 0.78427)
      (247, 1781, 0.49287)
      (247, 1839, 0.73712)
      (247, 1924, 0.04378)
      (248, 102, 0.83780)
      (248, 344, 0.86947)
      (248, 576, 0.54013)
      (248, 684, 0.17653)
      (248, 839, 0.57078)
      (248, 858, 0.97777)
      (248, 952, 0.91671)
      (248, 1085, 0.51391)
      (248, 1183, 0.55250)
      (248, 1204, 0.68231)
      (248, 1303, 0.33955)
      (248, 1567, 0.12230)
      (248, 1753, 0.23848)
      (249, 113, 0.85583)
      (249, 123, 0.10397)
      (249, 127, 0.24337)
      (249, 142, 0.50455)
      (249, 209, 0.50410)
      (249, 410, 0.75352)
      (249, 647, 0.76089)
      (249, 768, 0.42720)
      (249, 787, 0.30122)
      (249, 903, 0.38434)
      (249, 935, 0.72752)
      (249, 947, 0.55000)
      (249, 1111, 0.51284)
      (249, 1217, 0.66596)
      (249, 1437, 0.78714)
      (249, 1490, 0.37849)
      (249, 1571, 0.57901)
      (249, 1693, 0.86574)
      (249, 1789, 0.79045)
      (250, 15, 0.62944)
      (250, 39, 0.69523)
      (250, 137, 0.57292)
      (250, 162, 0.65649)
      (250, 261, 0.11488)
      (250, 555, 0.23634)
      (250, 652, 0.38241)
      (250, 694, 0.22646)
      (250, 760, 0.87655)
      (250, 811, 0.74113)
      (250, 1004, 0.10198)
      (250, 1327, 0.23841)
      (250, 1821, 0.60056)
      (250, 1845, 0.48487)
      (250, 1853, 0.27879)
      (251, 159, 0.55263)
      (251, 284, 0.59662)
      (251, 292, 0.97460)
      (251, 366, 0.33593)
      (251, 464, 0.72027)
      (251, 465, 0.54664)
      (251, 513, 0.26739)
      (251, 536, 0.46445)
      (251, 539, 0.34735)
      (251, 585, 0.82668)
      (251, 647, 0.50427)
      (251, 700, 0.91704)
      (251, 780, 0.74831)
      (251, 889, 0.05464)
      (251, 1070, 0.77923)
      (251, 1143, 0.99455)
      (251, 1188, 0.69052)
      (251, 1371, 0.72697)
      (251, 1525, 0.02054)
      (251, 1614, 0.80184)
      (251, 1953, 0.71897)
      (251, 1988, 0.20413)
      (252, 22, 0.37528)
      (252, 346, 0.36192)
      (252, 402, 0.70759)
      (252, 446, 0.20557)
      (252, 632, 0.43780)
      (252, 662, 0.80702)
      (252, 814, 0.06769)
      (252, 909, 0.84419)
      (252, 984, 0.18225)
      (252, 1036, 0.95511)
      (252, 1052, 0.25123)
      (252, 1067, 0.57910)
      (252, 1280, 0.49252)
      (252, 1315, 0.05686)
      (252, 1454, 0.94410)
      (252, 1597, 0.30534)
      (252, 1675, 0.99785)
      (252, 1753, 0.59180)
      (252, 1840, 0.28645)
      (252, 1917, 0.01206)
      (252, 1950, 0.28646)
      (253, 114, 0.89366)
      (253, 137, 0.60079)
      (253, 157, 0.93071)
      (253, 688, 0.14447)
      (253, 774, 0.89320)
      (253, 824, 0.61984)
      (253, 965, 0.41230)
      (253, 980, 0.29376)
      (253, 995, 0.33130)
      (253, 1029, 0.38754)
      (253, 1085, 0.78178)
      (253, 1090, 0.85796)
      (253, 1134, 0.17169)
      (253, 1230, 0.64374)
      (253, 1367, 0.42605)
      (253, 1402, 0.83823)
      (253, 1463, 0.44599)
      (253, 1644, 0.03780)
      (253, 1710, 0.06456)
      (253, 1752, 0.84405)
      (253, 1966, 0.24239)
      (254, 109, 0.50872)
      (254, 403, 0.87633)
      (254, 412, 0.88060)
      (254, 418, 0.26131)
      (254, 446, 0.61517)
      (254, 598, 0.49679)
      (254, 734, 0.03339)
      (254, 738, 0.93122)
      (254, 777, 0.31696)
      (254, 831, 0.98493)
      (254, 867, 0.53733)
      (254, 973, 0.36806)
      (254, 978, 0.30089)
      (254, 1004, 0.96121)
      (254, 1098, 0.54512)
      (254, 1163, 0.99948)
      (254, 1187, 0.13027)
      (254, 1202, 0.32421)
      (254, 1284, 0.10399)
      (254, 1398, 0.31803)
      (254, 1408, 0.56078)
      (254, 1595, 0.71839)
      (254, 1630, 0.40972)
      (254, 1776, 0.49835)
      (254, 1813, 0.59753)
      (254, 1890, 0.43093)
      (254, 1939, 0.58187)
      (255, 153, 0.94038)
      (255, 174, 0.51078)
      (255, 191, 0.07733)
      (255, 220, 0.66698)
      (255, 324, 0.69101)
      (255, 725, 0.14000)
      (255, 820, 0.70870)
      (255, 906, 0.21939)
      (255, 968, 0.28630)
      (255, 1042, 0.91329)
      (255, 1104, 0.20686)
      (255, 1239, 0.26008)
      (255, 1414, 0.34822)
      (255, 1730, 0.46186)
      (255, 1735, 0.95654)
      (255, 1807, 0.29658)
      (255, 1891, 0.40027)
      (255, 1961, 0.86466)
      (256, 174, 0.04462)
      (256, 212, 0.03485)
      (256, 279, 0.18523)
      (256, 524, 0.82731)
      (256, 789, 0.39632)
      (256, 791, 0.39009)
      (256, 834, 0.98466)
      (256, 1054, 0.94794)
      (256, 1396, 0.00149)
      (256, 1528, 0.66679)
      (256, 1543, 0.72689)
      (256, 1614, 0.05523)
      (256, 1976, 0.62487)
      (257, 113, 0.36270)
      (257, 123, 0.61774)
      (257, 264, 0.42487)
      (257, 442, 0.51071)
      (257, 630, 0.54556)
      (257, 809, 0.70771)
      (257, 1075, 0.70159)
      (257, 1096, 0.77638)
      (257, 1451, 0.03326)
      (257, 1474, 0.16270)
      (257, 1475, 0.56345)
      (257, 1491, 0.40529)
      (257, 1850, 0.02946)
      (257, 1884, 0.13992)
      (257, 1904, 0.86105)
      (257, 1913, 0.64692)
      (257, 1936, 0.84855)
      (258, 241, 0.01008)
      (258, 257, 0.97979)
      (258, 262, 0.48778)
      (258, 300, 0.53801)
      (258, 335, 0.58756)
      (258, 486, 0.85512)
      (258, 495, 0.87668)
      (258, 501, 0.01238)
      (258, 553, 0.16221)
      (258, 601, 0.31613)
      (258, 615, 0.25024)
      (258, 658, 0.82979)
      (258, 830, 0.16102)
      (258, 855, 0.04185)
      (258, 930, 0.85253)
      (258, 948, 0.01753)
      (258, 1211, 0.95388)
      (258, 1359, 0.48849)
      (258, 1539, 0.55702)
      (258, 1571, 0.58467)
      (258, 1574, 0.26447)
      (258, 1662, 0.44923)
      (258, 1818, 0.90016)
      (258, 1819, 0.35852)
      (258, 1839, 0.92598)
      (258, 1845, 0.25443)
      (258, 1851, 0.31636)
      (258, 1852, 0.68106)
      (259, 86, 0.47328)
      (259, 92, 0.70233)
      (259, 113, 0.04897)
      (259, 408, 0.03230)
      (259, 529, 0.01447)
      (259, 543, 0.28825)
      (259, 874, 0.85289)
      (259, 974, 0.09629)
      (259, 1000, 0.53128)
      (259, 1103, 0.50209)
      (259, 1109, 0.94472)
      (259, 1207, 0.53663)
      (259, 1422, 0.74429)
      (259, 1640, 0.48658)
      (259, 1669, 0.61729)
      (259, 1679, 0.92542)
      (259, 1715, 0.22285)
      (259, 1787, 0.24091)
      (259, 1882, 0.08926)
      (260, 20, 0.65024)
      (260, 52, 0.52117)
      (260, 141, 0.81123)
      (260, 244, 0.40984)
      (260, 249, 0.30567)
      (260, 316, 0.05045)
      (260, 387, 0.49366)
      (260, 483, 0.15076)
      (260, 638, 0.13729)
      (260, 774, 0.46008)
      (260, 1000, 0.32579)
      (260, 1063, 0.60446)
      (260, 1125, 0.20359)
      (260, 1142, 0.48733)
      (260, 1342, 0.08721)
      (260, 1494, 0.19952)
      (260, 1662, 0.06057)
      (260, 1696, 0.77442)
      (260, 1723, 0.11998)
      (260, 1885, 0.31226)
      (260, 1946, 0.24122)
      (261, 77, 0.04162)
      (261, 177, 0.20041)
      (261, 264, 0.49422)
      (261, 422, 0.73088)
      (261, 449, 0.22774)
      (261, 477, 0.05754)
      (261, 657, 0.89934)
      (261, 737, 0.65563)
      (261, 763, 0.93601)
      (261, 933, 0.23422)
      (261, 956, 0.84756)
      (261, 1494, 0.50337)
      (261, 1663, 0.75247)
      (261, 1821, 0.35180)
      (261, 1988, 0.12480)
      (262, 129, 0.88917)
      (262, 342, 0.13114)
      (262, 367, 0.84642)
      (262, 391, 0.50535)
      (262, 402, 0.80315)
      (262, 439, 0.92577)
      (262, 519, 0.58565)
      (262, 542, 0.31960)
      (262, 727, 0.78079)
      (262, 820, 0.51111)
      (262, 870, 0.51671)
      (262, 916, 0.46019)
      (262, 1263, 0.16324)
      (262, 1275, 0.10002)
      (262, 1287, 0.59855)
      (262, 1465, 0.55289)
      (262, 1510, 0.44833)
      (262, 1807, 0.31338)
      (262, 1871, 0.78018)
      (262, 1876, 0.47682)
      (262, 1966, 0.85974)
      (263, 149, 0.51524)
      (263, 178, 0.37836)
      (263, 243, 0.63073)
      (263, 424, 0.53495)
      (263, 448, 0.15131)
      (263, 508, 0.09594)
      (263, 601, 0.00339)
      (263, 696, 0.84227)
      (263, 871, 0.23343)
      (263, 895, 0.55425)
      (263, 929, 0.93116)
      (263, 1105, 0.16569)
      (263, 1195, 0.24972)
      (263, 1482, 0.73478)
      (263, 1548, 0.90046)
      (263, 1565, 0.38270)
      (263, 1578, 0.89323)
      (263, 1593, 0.79509)
      (263, 1597, 0.86425)
      (263, 1777, 0.05632)
      (263, 1798, 0.66750)
